Date  ,ID ,AL_P_F0 ,AL_S_F0 ,AL_I_F0 ,AL_A_F0 ,AL_R_F0 ,AL_CN_F0 ,AL_CH_F0 ,AL_D_F0 ,AL_V_F0 ,ID ,AR_P_F0 ,AR_S_F0 ,AR_I_F0 ,AR_A_F0 ,AR_R_F0 ,AR_CN_F0 ,AR_CH_F0 ,AR_D_F0 ,AR_V_F0 ,ID ,AZ_P_F0 ,AZ_S_F0 ,AZ_I_F0 ,AZ_A_F0 ,AZ_R_F0 ,AZ_CN_F0 ,AZ_CH_F0 ,AZ_D_F0 ,AZ_V_F0 ,ID ,CA_P_F0 ,CA_S_F0 ,CA_I_F0 ,CA_A_F0 ,CA_R_F0 ,CA_CN_F0 ,CA_CH_F0 ,CA_D_F0 ,CA_V_F0 ,ID ,CO_P_F0 ,CO_S_F0 ,CO_I_F0 ,CO_A_F0 ,CO_R_F0 ,CO_CN_F0 ,CO_CH_F0 ,CO_D_F0 ,CO_V_F0 ,ID ,CT_P_F0 ,CT_S_F0 ,CT_I_F0 ,CT_A_F0 ,CT_R_F0 ,CT_CN_F0 ,CT_CH_F0 ,CT_D_F0 ,CT_V_F0 ,ID ,DE_P_F0 ,DE_S_F0 ,DE_I_F0 ,DE_A_F0 ,DE_R_F0 ,DE_CN_F0 ,DE_CH_F0 ,DE_D_F0 ,DE_V_F0 ,ID ,FL_P_F0 ,FL_S_F0 ,FL_I_F0 ,FL_A_F0 ,FL_R_F0 ,FL_CN_F0 ,FL_CH_F0 ,FL_D_F0 ,FL_V_F0 ,ID ,GA_P_F0 ,GA_S_F0 ,GA_I_F0 ,GA_A_F0 ,GA_R_F0 ,GA_CN_F0 ,GA_CH_F0 ,GA_D_F0 ,GA_V_F0 ,ID ,IA_P_F0 ,IA_S_F0 ,IA_I_F0 ,IA_A_F0 ,IA_R_F0 ,IA_CN_F0 ,IA_CH_F0 ,IA_D_F0 ,IA_V_F0 ,ID ,ID_P_F0 ,ID_S_F0 ,ID_I_F0 ,ID_A_F0 ,ID_R_F0 ,ID_CN_F0 ,ID_CH_F0 ,ID_D_F0 ,ID_V_F0 ,ID ,IL_P_F0 ,IL_S_F0 ,IL_I_F0 ,IL_A_F0 ,IL_R_F0 ,IL_CN_F0 ,IL_CH_F0 ,IL_D_F0 ,IL_V_F0 ,ID ,IN_P_F0 ,IN_S_F0 ,IN_I_F0 ,IN_A_F0 ,IN_R_F0 ,IN_CN_F0 ,IN_CH_F0 ,IN_D_F0 ,IN_V_F0 ,ID ,KS_P_F0 ,KS_S_F0 ,KS_I_F0 ,KS_A_F0 ,KS_R_F0 ,KS_CN_F0 ,KS_CH_F0 ,KS_D_F0 ,KS_V_F0 ,ID ,KY_P_F0 ,KY_S_F0 ,KY_I_F0 ,KY_A_F0 ,KY_R_F0 ,KY_CN_F0 ,KY_CH_F0 ,KY_D_F0 ,KY_V_F0 ,ID ,LA_P_F0 ,LA_S_F0 ,LA_I_F0 ,LA_A_F0 ,LA_R_F0 ,LA_CN_F0 ,LA_CH_F0 ,LA_D_F0 ,LA_V_F0 ,ID ,MA_P_F0 ,MA_S_F0 ,MA_I_F0 ,MA_A_F0 ,MA_R_F0 ,MA_CN_F0 ,MA_CH_F0 ,MA_D_F0 ,MA_V_F0 ,ID ,MD_P_F0 ,MD_S_F0 ,MD_I_F0 ,MD_A_F0 ,MD_R_F0 ,MD_CN_F0 ,MD_CH_F0 ,MD_D_F0 ,MD_V_F0 ,ID ,ME_P_F0 ,ME_S_F0 ,ME_I_F0 ,ME_A_F0 ,ME_R_F0 ,ME_CN_F0 ,ME_CH_F0 ,ME_D_F0 ,ME_V_F0 ,ID ,MI_P_F0 ,MI_S_F0 ,MI_I_F0 ,MI_A_F0 ,MI_R_F0 ,MI_CN_F0 ,MI_CH_F0 ,MI_D_F0 ,MI_V_F0 ,ID ,MN_P_F0 ,MN_S_F0 ,MN_I_F0 ,MN_A_F0 ,MN_R_F0 ,MN_CN_F0 ,MN_CH_F0 ,MN_D_F0 ,MN_V_F0 ,ID ,MO_P_F0 ,MO_S_F0 ,MO_I_F0 ,MO_A_F0 ,MO_R_F0 ,MO_CN_F0 ,MO_CH_F0 ,MO_D_F0 ,MO_V_F0 ,ID ,MS_P_F0 ,MS_S_F0 ,MS_I_F0 ,MS_A_F0 ,MS_R_F0 ,MS_CN_F0 ,MS_CH_F0 ,MS_D_F0 ,MS_V_F0 ,ID ,MT_P_F0 ,MT_S_F0 ,MT_I_F0 ,MT_A_F0 ,MT_R_F0 ,MT_CN_F0 ,MT_CH_F0 ,MT_D_F0 ,MT_V_F0 ,ID ,NC_P_F0 ,NC_S_F0 ,NC_I_F0 ,NC_A_F0 ,NC_R_F0 ,NC_CN_F0 ,NC_CH_F0 ,NC_D_F0 ,NC_V_F0 ,ID ,ND_P_F0 ,ND_S_F0 ,ND_I_F0 ,ND_A_F0 ,ND_R_F0 ,ND_CN_F0 ,ND_CH_F0 ,ND_D_F0 ,ND_V_F0 ,ID ,NE_P_F0 ,NE_S_F0 ,NE_I_F0 ,NE_A_F0 ,NE_R_F0 ,NE_CN_F0 ,NE_CH_F0 ,NE_D_F0 ,NE_V_F0 ,ID ,NH_P_F0 ,NH_S_F0 ,NH_I_F0 ,NH_A_F0 ,NH_R_F0 ,NH_CN_F0 ,NH_CH_F0 ,NH_D_F0 ,NH_V_F0 ,ID ,NJ_P_F0 ,NJ_S_F0 ,NJ_I_F0 ,NJ_A_F0 ,NJ_R_F0 ,NJ_CN_F0 ,NJ_CH_F0 ,NJ_D_F0 ,NJ_V_F0 ,ID ,NM_P_F0 ,NM_S_F0 ,NM_I_F0 ,NM_A_F0 ,NM_R_F0 ,NM_CN_F0 ,NM_CH_F0 ,NM_D_F0 ,NM_V_F0 ,ID ,NV_P_F0 ,NV_S_F0 ,NV_I_F0 ,NV_A_F0 ,NV_R_F0 ,NV_CN_F0 ,NV_CH_F0 ,NV_D_F0 ,NV_V_F0 ,ID ,NY_P_F0 ,NY_S_F0 ,NY_I_F0 ,NY_A_F0 ,NY_R_F0 ,NY_CN_F0 ,NY_CH_F0 ,NY_D_F0 ,NY_V_F0 ,ID ,OH_P_F0 ,OH_S_F0 ,OH_I_F0 ,OH_A_F0 ,OH_R_F0 ,OH_CN_F0 ,OH_CH_F0 ,OH_D_F0 ,OH_V_F0 ,ID ,OK_P_F0 ,OK_S_F0 ,OK_I_F0 ,OK_A_F0 ,OK_R_F0 ,OK_CN_F0 ,OK_CH_F0 ,OK_D_F0 ,OK_V_F0 ,ID ,OR_P_F0 ,OR_S_F0 ,OR_I_F0 ,OR_A_F0 ,OR_R_F0 ,OR_CN_F0 ,OR_CH_F0 ,OR_D_F0 ,OR_V_F0 ,ID ,PA_P_F0 ,PA_S_F0 ,PA_I_F0 ,PA_A_F0 ,PA_R_F0 ,PA_CN_F0 ,PA_CH_F0 ,PA_D_F0 ,PA_V_F0 ,ID ,RI_P_F0 ,RI_S_F0 ,RI_I_F0 ,RI_A_F0 ,RI_R_F0 ,RI_CN_F0 ,RI_CH_F0 ,RI_D_F0 ,RI_V_F0 ,ID ,SC_P_F0 ,SC_S_F0 ,SC_I_F0 ,SC_A_F0 ,SC_R_F0 ,SC_CN_F0 ,SC_CH_F0 ,SC_D_F0 ,SC_V_F0 ,ID ,SD_P_F0 ,SD_S_F0 ,SD_I_F0 ,SD_A_F0 ,SD_R_F0 ,SD_CN_F0 ,SD_CH_F0 ,SD_D_F0 ,SD_V_F0 ,ID ,TN_P_F0 ,TN_S_F0 ,TN_I_F0 ,TN_A_F0 ,TN_R_F0 ,TN_CN_F0 ,TN_CH_F0 ,TN_D_F0 ,TN_V_F0 ,ID ,TX_P_F0 ,TX_S_F0 ,TX_I_F0 ,TX_A_F0 ,TX_R_F0 ,TX_CN_F0 ,TX_CH_F0 ,TX_D_F0 ,TX_V_F0 ,ID ,UT_P_F0 ,UT_S_F0 ,UT_I_F0 ,UT_A_F0 ,UT_R_F0 ,UT_CN_F0 ,UT_CH_F0 ,UT_D_F0 ,UT_V_F0 ,ID ,VA_P_F0 ,VA_S_F0 ,VA_I_F0 ,VA_A_F0 ,VA_R_F0 ,VA_CN_F0 ,VA_CH_F0 ,VA_D_F0 ,VA_V_F0 ,ID ,VT_P_F0 ,VT_S_F0 ,VT_I_F0 ,VT_A_F0 ,VT_R_F0 ,VT_CN_F0 ,VT_CH_F0 ,VT_D_F0 ,VT_V_F0 ,ID ,WA_P_F0 ,WA_S_F0 ,WA_I_F0 ,WA_A_F0 ,WA_R_F0 ,WA_CN_F0 ,WA_CH_F0 ,WA_D_F0 ,WA_V_F0 ,ID ,WI_P_F0 ,WI_S_F0 ,WI_I_F0 ,WI_A_F0 ,WI_R_F0 ,WI_CN_F0 ,WI_CH_F0 ,WI_D_F0 ,WI_V_F0 ,ID ,WV_P_F0 ,WV_S_F0 ,WV_I_F0 ,WV_A_F0 ,WV_R_F0 ,WV_CN_F0 ,WV_CH_F0 ,WV_D_F0 ,WV_V_F0 ,ID ,WY_P_F0 ,WY_S_F0 ,WY_I_F0 ,WY_A_F0 ,WY_R_F0 ,WY_CN_F0 ,WY_CH_F0 ,WY_D_F0 ,WY_V_F0
2025-08-30,AL        ,   4934193,    736119,         0,         0,     47686,   3270349,         0,         0,         0,AR        ,   3033946,    461267,         0,         0,     29129,   2050976,         0,         0,         0,AZ        ,   7520103,   1173070,         0,         0,     70971,   5223004,         0,         0,         0,CA        ,  39613493,   6083679,         0,         0,    386305,  27045645,         0,         0,         0,CO        ,   5893634,    856764,         0,         0,     53398,   3811122,         0,         0,         0,CT        ,   3552821,    537080,         0,         0,     34679,   2386338,         0,         0,         0,DE        ,    990334,    145718,         0,         0,      6669,    653654,         0,         0,         0,FL        ,  21944577,   3133210,         0,         0,    195642,  13936552,         0,         0,         0,GA        ,  10830007,   1647691,         0,         0,    103682,   7327134,         0,         0,         0,IA        ,   3167974,    445454,         0,         0,     28540,   1979737,         0,         0,         0,ID        ,   1860123,    273837,         0,         0,     17224,   1217743,         0,         0,         0,IL        ,  12569321,   1963142,         0,         0,    127310,   8721324,         0,         0,         0,IN        ,   6805663,   1002854,         0,         0,     63612,   4458447,         0,         0,         0,KS        ,   2917224,    422707,         0,         0,     27083,   1878638,         0,         0,         0,KY        ,   4480713,    649873,         0,         0,     41576,   2888376,         0,         0,         0,LA        ,   4627002,    599224,         0,         0,     38376,   2663174,         0,         0,         0,MA        ,   6912239,    970531,         0,         0,     62796,   4311941,         0,         0,         0,MD        ,   6065436,    921574,         0,         0,     59711,   4094243,         0,         0,         0,ME        ,   1354522,    193785,         0,         0,     12399,    861275,         0,         0,         0,MI        ,   9992427,   1427107,         0,         0,     91564,   6342209,         0,         0,         0,MN        ,   5706398,    822189,         0,         0,     54470,   3651358,         0,         0,         0,MO        ,   6169038,    929361,         0,         0,     11526,   4240695,         0,         0,         0,MS        ,   2966407,    444789,         0,         0,     28249,   1977346,         0,         0,         0,MT        ,   1085004,    148553,         0,         0,      9444,    660382,         0,         0,         0,NC        ,  10701022,   1642219,         0,         0,    145724,   7199000,         0,         0,         0,ND        ,    770026,     93557,         0,         0,      6022,    415735,         0,         0,         0,NE        ,   1951996,    274638,         0,         0,     17558,   1220665,         0,         0,         0,NH        ,   1372203,    202891,         0,         0,     12958,    901803,         0,         0,         0,NJ        ,   8874520,    875619,         0,         0,     20447,   3972459,         0,         0,         0,NM        ,   2105005,    337135,         0,         0,     21576,   1498387,         0,         0,         0,NV        ,   3185786,    442001,         0,         0,     57554,   1896369,         0,         0,         0,NY        ,  19299981,   3218860,         0,         0,    158316,  14416269,         0,         0,         0,OH        ,  11714618,   1707836,         0,         0,    187787,   7412422,         0,         0,         0,OK        ,   3990443,    583220,         0,         0,     36815,   2593263,         0,         0,         0,OR        ,   4289439,    613486,         0,         0,     38555,   2728228,         0,         0,         0,PA        ,  12804123,   1918271,         0,         0,    123932,   8523047,         0,         0,         0,RI        ,   1061509,    148045,         0,         0,      9737,    657387,         0,         0,         0,SC        ,   5277830,    775463,         0,         0,     47844,   3450578,         0,         0,         0,SD        ,    896581,    120267,         0,         0,      7567,    534821,         0,         0,         0,TN        ,   6944260,   1032455,         0,         0,     65368,   4590324,         0,         0,         0,TX        ,  29730311,   4441897,         0,         0,    277032,  19758345,         0,         0,         0,UT        ,   3310774,    500312,         0,         0,     31454,   2224909,         0,         0,         0,VA        ,   8603985,   1331187,         0,         0,     84958,   5916958,         0,         0,         0,VT        ,    623251,     92148,         0,         0,      6049,    409204,         0,         0,         0,WA        ,   7796941,   1102914,         0,         0,     69237,   4904933,         0,         0,         0,WI        ,   5852490,    863625,         0,         0,     43133,   3865725,         0,         0,         0,WV        ,   1767859,    283317,         0,         0,     18288,   1258837,         0,         0,         0,WY        ,    581075,     89537,         0,         0,     10135,    387779,         0,         0,         0,
2025-08-31,AL        ,   4934193,    736043,     62751,         0,     42038,    770241,         0,         0,        32,AR        ,   3033946,    461221,     37743,         0,     25657,    483133,         0,         0,        19,AZ        ,   7520103,   1172951,     98307,     94633,     62752,   1228689,   5020356,         0,        49,CA        ,  39613493,   6083033,    536627,    536627,    341620,   6362962,  27122211,         0,       266,CO        ,   5893634,    856676,     73027,         0,     47178,    896841,         0,         0,        36,CT        ,   3552821,    537021,     48951,         0,     30697,    561282,         0,         0,        24,DE        ,    990334,    145707,      9053,         0,      5893,    153702,         0,         0,         5,FL        ,  21944577,   3132883,    269874,         0,    172948,   3279064,         0,         0,       134,GA        ,  10830007,   1647516,    144969,         0,     91729,   1723570,         0,         0,        72,IA        ,   3167974,    445410,     36802,         0,     25134,    466418,         0,         0,        19,ID        ,   1860123,    273809,     22475,     22475,     15177,    286814,   1222637,         0,        11,IL        ,  12569321,   1962929,    176745,         0,    112580,   2052003,         0,         0,        88,IN        ,   6805663,   1002751,     85029,         0,     56128,   1049676,         0,         0,        43,KS        ,   2917224,    422663,     35588,         0,     23874,    442452,         0,         0,        18,KY        ,   4480713,    649807,     54653,         0,     36650,    680256,         0,         0,        28,LA        ,   4627002,    599163,     50490,         0,     33831,    627210,         0,         0,        25,MA        ,   6912239,    970423,     89560,         0,     55620,   1013994,         0,         0,        44,MD        ,   6065436,    921472,     84072,         0,     52846,    963049,         0,         0,        42,ME        ,   1354522,    193766,     15684,         0,     10907,    202982,         0,         0,         8,MI        ,   9992427,   1426956,    124864,         0,     80884,   1492688,         0,         0,        62,MN        ,   5706398,    822102,     73589,         0,     47932,    859565,         0,         0,        37,MO        ,   6169038,    929344,     15475,         0,     10044,    995362,         0,         0,         8,MS        ,   2966407,    444745,     36249,         0,     24868,    465879,         0,         0,        18,MT        ,   1085004,    148538,     11958,      8508,      8308,    155629,    472736,         0,         6,NC        ,  10701022,   1641971,    199165,         0,    129612,   1696845,         0,         0,       100,ND        ,    770026,     93548,      7685,         0,      5300,     97966,         0,         0,         4,NE        ,   1951996,    274610,     23186,         0,     15482,    287459,         0,         0,        12,NH        ,   1372203,    202870,     17467,         0,     11439,    212289,         0,         0,         9,NJ        ,   8874520,    875581,     31447,         0,     18211,    932138,         0,         0,        15,NM        ,   2105005,    337100,     28492,         0,     19024,    352863,         0,         0,        14,NV        ,   3185786,    441903,     80627,     80627,     51106,    447549,   1907358,         0,        40,NY        ,  19299981,   3218596,    220109,         0,    139807,   3389239,         0,         0,       109,OH        ,  11714618,   1707528,    255158,         0,    165798,   1749162,         0,         0,       127,OK        ,   3990443,    583160,     48538,         0,     32466,    610673,         0,         0,        24,OR        ,   4289439,    613424,     51592,     51592,     34021,    642286,   2737874,         0,        26,PA        ,  12804123,   1918066,    170006,         0,    109515,   2005788,         0,         0,        85,RI        ,   1061509,    148029,     13582,         0,      8613,    154666,         0,         0,         7,SC        ,   5277830,    775383,     64093,         0,     42231,    812256,         0,         0,        32,SD        ,    896581,    120256,      9629,         0,      6658,    126021,         0,         0,         5,TN        ,   6944260,   1032349,     87646,         0,     57688,   1080656,         0,         0,        44,TX        ,  29730311,   4441430,    383711,         0,    244962,   4648468,         0,         0,       191,UT        ,   3310774,    500261,     42462,     41501,     27769,    523710,   2177981,         0,        21,VA        ,   8603985,   1331048,    115499,         0,     75036,   1392657,         0,         0,        58,VT        ,    623251,     92139,      7577,         0,      5318,     96468,         0,         0,         4,WA        ,   7796941,   1102799,     94838,     94838,     61177,   1154233,   4920023,         0,        47,WI        ,   5852490,    863556,     56916,         0,     38056,    909576,         0,         0,        29,WV        ,   1767859,    283288,     23324,         0,     16095,    296646,         0,         0,        12,WY        ,    581075,     89522,     12810,      1243,      8931,     91751,     38618,         0,         7,
2025-09-01,AL        ,   4934193,    735984,     56000,         0,     37372,    772787,         0,         0,        28,AR        ,   3033946,    461186,     33139,         0,     22770,    484793,         0,         0,        17,AZ        ,   7520103,   1172855,     92483,     89375,     56122,   1231553,   5030464,         0,        45,CA        ,  39613493,   6082503,    506005,    506005,    305625,   6378309,  27180422,         0,       247,CO        ,   5893634,    856605,     67814,         0,     42129,    899178,         0,         0,        33,CT        ,   3552821,    536972,     46891,         0,     27516,    562509,         0,         0,        23,DE        ,    990334,    145699,      8334,         0,      5260,    154010,         0,         0,         4,FL        ,  21944577,   3132614,    252553,         0,    154615,   3287204,         0,         0,       124,GA        ,  10830007,   1647368,    138027,         0,     82158,   1727395,         0,         0,        67,IA        ,   3167974,    445374,     32143,         0,     22298,    468071,         0,         0,        16,ID        ,   1860123,    273788,     19868,     19868,     13479,    287771,   1226553,         0,        10,IL        ,  12569321,   1962755,    166837,         0,    100721,   2057020,         0,         0,        81,IN        ,   6805663,   1002670,     77188,         0,     49990,   1052817,         0,         0,        39,KS        ,   2917224,    422629,     31722,         0,     21224,    443901,         0,         0,        16,KY        ,   4480713,    649756,     48781,         0,     32581,    682472,         0,         0,        25,LA        ,   4627002,    599116,     45037,         0,     30074,    629263,         0,         0,        23,MA        ,   6912239,    970333,     86731,         0,     49924,   1016018,         0,         0,        42,MD        ,   6065436,    921388,     80382,         0,     47358,    965192,         0,         0,        39,ME        ,   1354522,    193751,     13425,         0,      9655,    203754,         0,         0,         7,MI        ,   9992427,   1426835,    115819,         0,     72212,   1496718,         0,         0,        57,MN        ,   5706398,    822032,     67710,         0,     42645,    862023,         0,         0,        33,MO        ,   6169038,    929330,     14181,         0,      8869,    995862,         0,         0,         7,MS        ,   2966407,    444712,     31519,         0,     22047,    467548,         0,         0,        16,MT        ,   1085004,    148527,     10238,      7272,      7354,    156217,    474498,         0,         5,NC        ,  10701022,   1641764,    184606,         0,    116308,   1703522,         0,         0,        91,ND        ,    770026,     93541,      6636,         0,      4695,     98331,         0,         0,         3,NE        ,   1951996,    274588,     20768,         0,     13770,    288380,         0,         0,        10,NH        ,   1372203,    202853,     16013,         0,     10199,    212897,         0,         0,         8,NJ        ,   8874520,    875548,     32538,         0,     16511,    932365,         0,         0,        15,NM        ,   2105005,    337074,     25505,         0,     16919,    354001,         0,         0,        13,NV        ,   3185786,    441821,     76545,     76545,     45887,    449771,   1915747,         0,        37,NY        ,  19299981,   3218381,    208012,         0,    124964,   3395379,         0,         0,       101,OH        ,  11714618,   1707278,    235545,         0,    147920,   1757613,         0,         0,       116,OK        ,   3990443,    583109,     43440,         0,     28892,    612588,         0,         0,        22,OR        ,   4289439,    613374,     46871,     46871,     30303,    644183,   2745456,         0,        23,PA        ,  12804123,   1917900,    158514,         0,     97837,   2011078,         0,         0,        78,RI        ,   1061509,    148016,     12854,         0,      7709,    155043,         0,         0,         6,SC        ,   5277830,    775315,     58292,         0,     37646,    814568,         0,         0,        29,SD        ,    896581,    120247,      8290,         0,      5897,    126484,         0,         0,         4,TN        ,   6944260,   1032265,     79793,         0,     51396,   1083839,         0,         0,        40,TX        ,  29730311,   4441036,    361208,         0,    219148,   4659523,         0,         0,       176,UT        ,   3310774,    500220,     38863,     38048,     24758,    525202,   2183689,         0,        19,VA        ,   8603985,   1330936,    106682,         0,     66962,   1396489,         0,         0,        53,VT        ,    623251,     92132,      6417,         0,      4702,     96858,         0,         0,         3,WA        ,   7796941,   1102707,     88215,     88215,     54641,   1157233,   4931663,         0,        43,WI        ,   5852490,    863502,     50957,         0,     33860,    911856,         0,         0,        26,WV        ,   1767859,    283266,     20132,         0,     14262,    297751,         0,         0,        10,WY        ,    581075,     89510,     10939,      1043,      7914,     92394,     38900,         0,         6,
2025-09-02,AL        ,   4934193,    735937,     50461,         0,     33397,    774920,         0,         0,        25,AR        ,   3033946,    461159,     29369,         0,     20296,    486182,         0,         0,        15,AZ        ,   7520103,   1172775,     87846,     85198,     50608,   1233933,   5038659,         0,        42,CA        ,  39613493,   6082068,    481486,    481486,    275713,   6391103,  27227819,         0,       231,CO        ,   5893634,    856547,     63591,         0,     37901,    901130,         0,         0,        31,CT        ,   3552821,    536932,     45294,         0,     24896,    563524,         0,         0,        21,DE        ,    990334,    145692,      7739,         0,      4726,    154270,         0,         0,         4,FL        ,  21944577,   3132395,    238421,         0,    139334,   3294024,         0,         0,       115,GA        ,  10830007,   1647246,    132968,         0,     74273,   1730479,         0,         0,        63,IA        ,   3167974,    445348,     28343,         0,     19870,    469447,         0,         0,        15,ID        ,   1860123,    273772,     17719,     17719,     12027,    288574,   1229825,         0,         9,IL        ,  12569321,   1962611,    159171,         0,     90882,   2061146,         0,         0,        76,IN        ,   6805663,   1002605,     70822,         0,     44798,   1055437,         0,         0,        35,KS        ,   2917224,    422602,     28556,         0,     18968,    445113,         0,         0,        14,KY        ,   4480713,    649715,     44022,         0,     29116,    684317,         0,         0,        22,LA        ,   4627002,    599079,     40553,         0,     26873,    630986,         0,         0,        20,MA        ,   6912239,    970257,     84724,         0,     45267,   1017661,         0,         0,        40,MD        ,   6065436,    921319,     77548,         0,     42834,    966959,         0,         0,        37,ME        ,   1354522,    193741,     11590,         0,      8573,    204396,         0,         0,         6,MI        ,   9992427,   1426736,    108683,         0,     64953,   1500043,         0,         0,        53,MN        ,   5706398,    821977,     63110,         0,     38238,    864041,         0,         0,        31,MO        ,   6169038,    929320,     13182,         0,      7910,    996272,         0,         0,         6,MS        ,   2966407,    444686,     27670,         0,     19623,    468937,         0,         0,        14,MT        ,   1085004,    148519,      8836,      6265,      6531,    156707,    475962,         0,         5,NC        ,  10701022,   1641595,    172659,         0,    104992,   1709115,         0,         0,        84,ND        ,    770026,     93536,      5777,         0,      4175,     98636,         0,         0,         3,NE        ,   1951996,    274571,     18792,         0,     12315,    289150,         0,         0,         9,NH        ,   1372203,    202839,     14853,         0,      9155,    213401,         0,         0,         7,NJ        ,   8874520,    875518,     33647,         0,     15189,    932519,         0,         0,        15,NM        ,   2105005,    337052,     23040,         0,     15127,    354957,         0,         0,        12,NV        ,   3185786,    441752,     73226,     73226,     41529,    451636,   1922628,         0,        35,NY        ,  19299981,   3218204,    198587,         0,    112694,   3400445,         0,         0,        95,OH        ,  11714618,   1707077,    219775,         0,    132932,   1764638,         0,         0,       107,OK        ,   3990443,    583070,     39295,         0,     25869,    614174,         0,         0,        20,OR        ,   4289439,    613335,     43023,     43023,     27160,    645769,   2751725,         0,        21,PA        ,  12804123,   1917764,    149393,         0,     88083,   2015459,         0,         0,        72,RI        ,   1061509,    148005,     12267,         0,      6959,    155359,         0,         0,         6,SC        ,   5277830,    775262,     53510,         0,     33785,    816507,         0,         0,        26,SD        ,    896581,    120240,      7197,         0,      5241,    126870,         0,         0,         4,TN        ,   6944260,   1032198,     73397,         0,     46080,   1086500,         0,         0,        36,TX        ,  29730311,   4440715,    343473,         0,    197729,   4668663,         0,         0,       165,UT        ,   3310774,    500187,     35879,     35182,     22217,    526462,   2188458,         0,        18,VA        ,   8603985,   1330845,     99582,         0,     60185,   1399679,         0,         0,        49,VT        ,    623251,     92127,      5479,         0,      4169,     97181,         0,         0,         3,WA        ,   7796941,   1102632,     82862,     82862,     49172,   1159737,   4941211,         0,        40,WI        ,   5852490,    863459,     46086,         0,     30284,    913762,         0,         0,        23,WV        ,   1767859,    283249,     17522,         0,     12684,    298673,         0,         0,         9,WY        ,    581075,     89501,      9409,       881,      7031,     92930,     39133,         0,         5,
